train-loss,val-loss,f1
1.1920674220720926,0.9545011151404608,0.511585344624807
0.9215308294296265,0.8531029016252548,0.579660275215819
0.8576819200515747,0.8103877514127701,0.5614004586806276
0.8156322350502014,0.7717317517787691,0.609491141297757
0.7855180999437968,0.7328434818320804,0.6496589947643177
0.7583218000729879,0.7242005562025403,0.655680906375447
0.7349252020517985,0.696014775643273,0.6828483567390644
0.7174291490713756,0.6815888257253737,0.6754162459365729
0.708641506989797,0.683405285789853,0.6605733844371238
0.693701452811559,0.6598347520071363,0.6968976361160563
0.6851642956733703,0.6490824875377473,0.7000955639806007
0.67517320505778,0.6326682875080715,0.7033686971920826
0.6652165309588114,0.6480505239395868,0.6995326464905568
0.6605573840936025,0.6182637380229102,0.7116821837908965
0.6527249034245809,0.6214002143769037,0.7069747711947858
0.6467463283538818,0.6074414068744296,0.7139934820602837
0.6414808832009633,0.6147464348210229,0.7096521227703443
0.6376843295097351,0.6034992956925952,0.7204807326753656
0.6295173447132111,0.5991270963161711,0.7185159372103005
0.6251753368377686,0.5962671930827792,0.7198901113111817
0.6199547771612803,0.6072572091269115,0.7180313256583936
0.613629924694697,0.5850379178448329,0.7318015585264359
0.6085791227817535,0.5879819809444367,0.7163321863110957
0.6003612446784973,0.5790189504623413,0.7213200911585577
0.5949881067276,0.6078276364576249,0.7110204417864037
0.5941409761110942,0.5703638207817835,0.7288293998368184
0.5832314639091492,0.5659196582578477,0.7339077553382163
0.5810363804499308,0.5593227909670936,0.7307106039801383
0.5754521640936534,0.5595631429127285,0.7310239498428693
0.569498118797938,0.544106001891787,0.7448474952441857
0.5667669316132863,0.5439260900020599,0.7488938183526884
0.5640873709519704,0.5324926109067978,0.7507191630764839
0.5577016417980194,0.5315238715164246,0.7493300696905
0.5578697348435719,0.5252523320534873,0.7536795606289595
0.5491152396996816,0.5295427254741154,0.7541109016888807
0.5448643809159597,0.5407703348568508,0.7445623970049204
0.5418085193634034,0.5185866772182404,0.7570334524910027
0.5414274320602417,0.5142964427433316,0.7618736439824805
0.5323190852801005,0.5160693429292195,0.7562412046846458
0.5255423848628997,0.5146089051924054,0.7568108797017521
0.5293879202206929,0.5047923049756459,0.770147181719526
0.5289370067914327,0.5037743198493171,0.7674856621553141
0.5172566510041555,0.5050422114039225,0.7608088868772493
0.5191715749104818,0.4931267672587955,0.7739765213078216
0.5165326763788859,0.4941217428635037,0.7764578074988667
0.5154598784446717,0.4946197287903892,0.7642449754374264
0.5145730016231537,0.4826952774846365,0.7757104811370994
0.5068060194651286,0.48618620823300074,0.7726728724222959
0.5038776057561238,0.4905768282829769,0.7715654089786217
0.5014314181009928,0.48300086411218796,0.7782990221792481
0.49675055623054504,0.49461011068215444,0.7700187605331326
0.49419543528556825,0.4828554100933529,0.7779939118898657
0.49481590660413105,0.4881166995517791,0.7708705695929062
0.4911540570259094,0.4810958880753744,0.7830914574597269
0.4894108800093333,0.47624724204578095,0.7792927668382044
0.4859588636557261,0.47219795390727026,0.787545526415954
0.4854276034832001,0.46786276948830435,0.7902544641001803
0.48171559325853985,0.464116270579989,0.793708807781853
0.47739198319117226,0.46620493867094553,0.7861998624485499
0.47856720129648844,0.4633182644371002,0.7916568388445346
0.4740386205514272,0.4635217906463714,0.7907020849638261
0.47564959128697715,0.4592729156452512,0.7907871933541398
0.47128431860605874,0.47780050715756794,0.7836221154092248
0.47416908701260885,0.459302797677025,0.7936791042050888
0.4677174121538798,0.46273973891659387,0.7875519447410348
0.46116948254903156,0.4652177897237596,0.7833763412440453
0.46678314173221586,0.46461455145525554,0.7959232754368464
0.465032376130422,0.4742284859456713,0.7723400827626472
0.4604708305199941,0.44692905128948274,0.7997356165975215
0.46020751372973123,0.45560504945497665,0.7915379703175448
0.4587298092842102,0.46235431683441947,0.7886381762262812
0.45382538477579754,0.4453818651418837,0.7970926172035125
0.45681065785884856,0.4480263701980076,0.7964776659058869
0.45470501367251076,0.44710160105947466,0.7983099648338469
0.44889393202463784,0.44183463804305545,0.7979831509763696
0.4501405830780665,0.4550458570084875,0.7983425645538744
0.4507790957291921,0.43743041299638297,0.8042677982662507
0.44627703142166136,0.4516086725015489,0.7915637748264676
0.4402435986995697,0.43916028335927026,0.8039704971142562
0.44391178218523664,0.43801110415231614,0.8046551295038432
0.43780612913767497,0.43445467948913574,0.8072782108592252
0.4416049587726593,0.4410773714383443,0.7994013584900822
0.43979098773002623,0.43503645511846695,0.8076044431762568
0.43604511610666913,0.44770102817860863,0.7965716876535996
0.4358570697704951,0.45435172224801684,0.7957148666160649
0.4346159395376841,0.4320922302348273,0.8066130310240222
0.43864670101801556,0.4259848254067557,0.8088495843334198
0.43417067754268646,0.45550980277004693,0.7989120385481349
0.4343386781613032,0.4361439451338753,0.8025505274571259
0.43217682059605916,0.4364163516059754,0.8042375891718585
0.4294755752881368,0.4316315497197802,0.8089599374814108
0.4264494742155075,0.4280662290633671,0.8087751301031271
0.4256095933119456,0.4344904855603263,0.8083656089493549
0.4259789841572444,0.44664763529149315,0.7960752805782063
0.4268808757464091,0.425148869081149,0.8083472121194863
0.4200674329598745,0.4317118286613434,0.809352105367054
0.42383826021353405,0.42920797164478,0.8112218749450453
0.42188931186993917,0.4510218245642526,0.7946327997803807
0.4188768097559611,0.4344573862968929,0.8037973633947137
0.4213373814423879,0.44846929964565097,0.8011123288326415
